Measurement Latitude,Measurement Longitude,Measurement Height
45.00450864,10.46910076,60.0
45.004847842857146,10.469535314285714,60.0
45.00512994,10.46914336,60.0
45.0047445375,10.4689771375,60.0
45.00467028571428,10.469392571428571,60.0
45.00463488,10.46926454,60.0
45.00490096666667,10.468953766666667,60.0
45.00471133333333,10.469480749999999,60.0
45.004652899999996,10.4690631,60.0
45.005110025,10.46941845,60.0
45.00514035,10.46928185,60.0
45.00464923333333,10.469344933333334,60.0
45.005005575,10.46899215,60.0
45.00464902857143,10.46942307142857,60.0
45.0050573,10.469500057142858,60.0
45.004776618181815,10.4689586,60.0
45.005079725,10.4690416,60.0
45.00449225,10.469193449999999,60.0
45.005119533333335,10.469106788888888,60.0
45.004811700000005,10.46952285,60.0
45.00464025,10.4693089,60.0
45.00462995,10.4691723,60.0
45.004852825,10.4689504,60.0
45.0049727375,10.468975525,60.0
45.00495998,10.46954376,60.0
45.004667325,10.469034225,60.0
45.004898833333336,10.469544266666666,60.0
45.0051370125,10.469175775,60.0
45.0047184,10.468990699999999,60.0
45.00473298,10.46949292,60.0
45.00463462857143,10.46939847142857,60.0
45.005134825,10.4693208375,60.0
45.004631475000004,10.4691477,60.0
45.00512221428571,10.469380114285714,60.0
45.0050320375,10.4695163125,60.0
45.00464531428571,10.469084714285714,60.0
45.00492245,10.4689580125,60.0
45.00487394,10.46954138,60.0
45.005100266666666,10.469442466666667,60.0
45.00487438333333,10.46895165,60.0
45.00505303,10.46902034,60.0
45.004632216666664,10.469236166666667,60.0
45.004656225,10.46943235,60.0
45.005142325,10.469247,60.0
45.0046276125,10.469381412499999,60.0
45.00466092,10.469373580000001,60.0
45.00513986666667,10.469201700000001,60.0
45.00461437777778,10.469340577777778,60.0
45.0047916625,10.468954175,60.0
45.004744099999996,10.469497650000001,60.0
45.00498105,10.469541,60.0
45.00473472,10.46898276,60.0
45.004700275,10.469000575,60.0
45.00464243333333,10.46932115,60.0
45.00478447142857,10.469512857142858,60.0
45.005017214285715,10.468998885714285,60.0
45.005094183333334,10.469058916666667,60.0
45.00480862727273,10.468952227272727,60.0
45.0047627625,10.4689659625,60.0
45.0050726,10.469485066666666,60.0
45.00512677142857,10.469131142857142,60.0
45.0050665,10.469030566666667,60.0
45.00483648,10.46953164,60.0
45.00510836666667,10.469083166666667,60.0
45.0051381375,10.4692984875,60.0
45.0050187,10.46952424,60.0
45.004691075000004,10.46946675,60.0
45.0046294,10.469197600000001,60.0
45.00466124444444,10.469043322222223,60.0
45.0049942,10.468986016666667,60.0
45.00463765,10.469289499999999,60.0
45.004675,10.469025544444445,60.0
45.00493506666667,10.469546183333334,60.0
45.0051179,10.46939425,60.0
45.0051419375,10.4692644375,60.0
45.00467247142857,10.469451014285715,60.0
45.00464243333333,10.469095316666666,60.0
45.0049542875,10.4689674375,60.0
45.0051337375,10.4691584875,60.0
45.0046554125,10.469360524999999,60.0
45.005046300000004,10.46950775,60.0
45.00470226666667,10.469474716666667,60.0
45.0046334875,10.4692513625,60.0
45.0046312,10.4692234,60.0
45.005093783333336,10.46945315,60.0
45.004799175,10.4695183375,60.0
45.004629475,10.4691862875,60.0
45.004641185714284,10.469411142857142,60.0
45.0048235,10.46952705,60.0
45.004759975,10.4695040375,60.0
45.005126175,10.469366449999999,60.0
45.0049106,10.468955266666667,60.0
45.00463365,10.469133316666667,60.0
45.004630580000004,10.46915932,60.0
45.004888275,10.4689525,60.0
45.00463964285714,10.469107214285714,60.0
45.00510596666666,10.469429816666667,60.0
45.00484175,10.4689499375,60.0
45.0048622625,10.4695393125,60.0
45.004649025,10.4690732,60.0
45.00486395,10.46895125,60.0
45.004728033333336,10.468986,60.0
45.005138725,10.46918975,60.0
45.0051233,10.4691185,60.0
45.004908783333335,10.46954535,60.0
45.00449285,10.4690944,60.0
45.00506776,10.4694903,60.0
45.00497058333333,10.469542683333334,60.0
45.00463635714286,10.469277957142857,60.0
45.00508825,10.469050533333334,60.0
45.00472245,10.4694873375,60.0
45.004885928571426,10.469542771428571,60.0
45.005132175,10.469338425,60.0
45.00498467142857,10.46898122857143,60.0
45.00465694,10.46905374,60.0
45.0051421,10.469238225,60.0
45.00514046,10.46921112,60.0
45.0044902,10.4691811,60.0
45.00502654,10.4690043,60.0
45.0049632,10.468971175,60.0
45.00507942857143,10.46947507142857,60.0
45.004666375,10.469385362499999,60.0
45.0046629,10.469440475,60.0
45.00494763333333,10.469545133333334,60.0
45.004638783333334,10.469297183333333,60.0
45.00462214,10.46936666,60.0
45.00464475,10.469331025,60.0
45.00475354,10.46897138,60.0
45.004709399999996,10.4689951,60.0
45.00499175,10.469537687499999,60.0
45.00511328333333,10.469092766666666,60.0
45.004683075,10.469016725,60.0
45.00493462,10.4689613,60.0
45.00511396666667,10.469406416666667,60.0
45.00467465,10.469398600000002,60.0
45.004717742857146,10.469439628571429,40.0
45.00498876666667,10.469005983333334,40.0
45.00505711818182,10.469471936363636,40.0
45.0046825,10.469046299999999,40.0
45.00509332857143,10.469101042857142,40.0
45.004652085714284,10.469299885714285,40.0
45.00512185714285,10.469257814285715,40.0
45.00492151666667,10.469501,40.0
45.004844425,10.468971125,40.0
45.00464231666667,10.469194033333332,40.0
45.004852516666666,10.469492116666666,40.0
45.00510495,10.469386683333333,40.0
45.00476224,10.46898796,40.0
45.0044998,10.4690692,40.0
45.005055999999996,10.469045314285715,40.0
45.004944085714286,10.468986257142857,40.0
45.00511338,10.46916348,40.0
45.00499706666667,10.469500983333333,40.0
45.0046539,10.469109849999999,40.0
45.004777475,10.4694708625,40.0
45.004677,10.4693723,40.0
45.00447845,10.469203199999999,40.0
45.00511826666666,10.46932135,40.0
45.00471944444445,10.469012777777778,40.0
45.00464342857143,10.469223357142857,40.0
45.00488246,10.46897168,40.0
45.00508141428571,10.469442042857143,40.0
45.00512096,10.46923106,40.0
45.0048026625,10.46897465,40.0
45.00496771428571,10.4695066,40.0
45.0046465375,10.4692632,40.0
45.005028116666665,10.4690261,40.0
45.0046455375,10.4691543,40.0
45.00473934,10.46945582,40.0
45.00483114285714,10.469487814285715,40.0
45.00466025,10.469328950000001,40.0
45.005031281818184,10.469489009090909,40.0
45.00507198571429,10.469064314285713,40.0
45.0046988375,10.469026325,40.0
45.0046666125,10.469072925,40.0
45.00511295,10.469352175000001,40.0
45.00487446,10.4694934,40.0
45.0051025,10.469123242857142,40.0
45.00512085,10.4692952,40.0
45.004911085714284,10.468976571428572,40.0
45.00479815714286,10.469477628571429,40.0
45.0050972375,10.469410100000001,40.0
45.00511723333333,10.46918995,40.0
45.00496862857143,10.468996271428571,40.0
45.004782775,10.468978462499999,40.0
45.004669066666665,10.469354333333333,40.0
45.00489817,10.46949567,40.0
45.00486315,10.46897095,40.0
45.0047581125,10.469464725,40.0
45.004939725,10.4695041875,40.0
45.00500498,10.46901392,40.0
45.00464726,10.4691406,40.0
45.0050742625,10.4694523375,40.0
45.005086,10.46908545,40.0
45.0047399,10.469000057142857,40.0
45.0051193,10.469207566666666,40.0
45.004642974999996,10.46917495,40.0
45.004649825,10.469285975,40.0
45.0048153375,10.468972987499999,40.0
45.005110020000004,10.46914762,40.0
45.00481062222222,10.469481977777777,40.0
45.00512177142857,10.469271428571428,40.0
45.005108414285715,10.46937382857143,40.0
45.00466158571429,10.469085857142858,40.0
45.00447905,10.46905485,40.0
45.00504475555555,10.469481033333333,40.0
45.00468705714286,10.469040157142857,40.0
45.00498654285714,10.469504542857143,40.0
45.00501476666667,10.469495333333333,40.0
45.004732114285716,10.4694512,40.0
45.00504118571428,10.4690343,40.0
45.0050131,10.469018066666667,40.0
45.004921471428574,10.468978785714285,40.0
45.005121585714285,10.469244228571428,40.0
45.004650725,10.469121775,40.0
45.0046449625,10.46924855,40.0
45.0047082125,10.4690197125,40.0
45.00465452,10.469310160000001,40.0
45.004771525,10.4689829875,40.0
45.00467198,10.46906238,40.0
45.00511995,10.469307950000001,40.0
45.0051143,10.469345,40.0
45.00471018333333,10.469433083333334,40.0
45.004956025,10.4689911,40.0
45.0046426,10.469208516666667,40.0
45.0046645625,10.4693418125,40.0
45.00494906666667,10.469505049999999,40.0
45.00447645,10.4691849,40.0
45.0047510125,10.4689941,40.0
45.00493061428571,10.469502785714285,40.0
45.004834685714286,10.4689713,40.0
45.005064175,10.4690541625,40.0
45.005092633333334,10.469422250000001,40.0
45.0050673,10.469462242857142,40.0
45.005106842857145,10.4691355,40.0
45.00465784,10.4690978,40.0
45.00497741666666,10.469506599999999,40.0
45.00507748,10.46907202,40.0
45.004872983333335,10.468971,40.0
45.00512,10.46921825,40.0
45.00510155,10.469396916666668,40.0
45.0046481,10.469274825,40.0
45.0045099,10.469062633333333,40.0
45.005115133333334,10.4691764,40.0
45.00484278571429,10.469490814285715,40.0
45.004958333333335,10.469506483333333,40.0
45.0049003,10.4689742625,40.0
45.00502037142857,10.469021757142857,40.0
45.004884357142856,10.469494557142857,40.0
45.00511633333333,10.469333583333334,40.0
45.00509784,10.469111739999999,40.0
45.0046720375,10.4693624375,40.0
45.0047674,10.469467825,40.0
45.00512134,10.469283800000001,40.0
45.00497934285714,10.46900142857143,40.0
45.00482562,10.46897174,40.0
45.00491104444444,10.469498344444444,40.0
45.0047302625,10.469006199999999,40.0
45.004863,10.469492957142856,40.0
45.004853128571426,10.468970857142857,40.0
45.0047244,10.469445383333333,40.0
45.00482174,10.469486080000001,40.0
45.00474657142857,10.469460128571429,40.0
45.00478862,10.4694749,40.0
45.00479298,10.46897624,40.0
45.005087333333336,10.469432366666666,40.0
45.0049335625,10.468982325,40.0
45.004692524999996,10.4690327,40.0
45.005034575,10.46902985,40.0
45.004889340000005,10.4689721,40.0
45.00464894,10.46913118,40.0
45.00511854,10.46920188,40.0
45.00511108,10.46936206,40.0
45.00501968,10.46949416,40.0
45.00465706666667,10.469319266666666,40.0
45.00504876666667,10.469039366666667,40.0
45.005082075000004,10.46907865,40.0
45.004644075,10.469236425,40.0
45.00500741666667,10.469498233333333,40.0
45.00508905,10.46909155,40.0
45.00464355,10.469168325,40.0
45.00499708,10.4690099,40.0
45.00467736666667,10.46905355,40.0
45.005111766666666,10.469158233333333,40.0
45.004642399999994,10.469184199999999,40.0
45.0046856,10.469214075,20.0
45.0048158,10.469465966666666,20.0
45.005042325,10.469014775,20.0
45.00508321666666,10.469294283333333,20.0
45.00474543846154,10.468958753846154,20.0
45.00498073,10.46947384,20.0
45.00470828181818,10.469410827272727,20.0
45.00478306363636,10.469583209090908,20.0
45.00486336363637,10.468928181818182,20.0
45.004809316666666,10.469305483333333,20.0
45.0046795875,10.4690861875,20.0
45.0045761,10.4691338,20.0
45.00507828333333,10.4691116,20.0
45.00472742857143,10.4694964,20.0
45.004936475,10.468938187500001,20.0
45.00467592857143,10.469315185714287,20.0
45.0050288125,10.4694322875,20.0
45.00489806666667,10.4694819,20.0
45.0050898,10.469192014285714,20.0
45.00483222857143,10.4695313,20.0
45.00483782,10.4693984,20.0
45.004472,10.469036066666666,20.0
45.00470443333333,10.4690107,20.0
45.00506491428571,10.469366728571428,20.0
45.0048003,10.468934177777777,20.0
45.005005575,10.468971525,20.0
45.00475995,10.4694471625,20.0
45.00475538,10.46926386,20.0
45.0044687,10.4691875,20.0
45.0046727,10.46914574,20.0
45.00468602857143,10.469370757142856,20.0
45.0050908,10.4692353,20.0
45.00483725238095,10.469324526190476,20.0
45.00467171428571,10.469257985714286,20.0
45.004883041666666,10.468929108333333,20.0
45.00506695714286,10.469070671428572,20.0
45.00476173,10.46955563,20.0
45.004816263636364,10.469577318181818,20.0
45.0049408,10.469483241666667,20.0
45.004710342857145,10.469457928571428,20.0
45.0048369,10.469450885714286,20.0
45.004991925,10.4689602,20.0
45.00471972222222,10.468987588888888,20.0
45.00485169090909,10.469473454545454,20.0
45.00460885,10.46915785,20.0
45.00468686666667,10.469056777777778,20.0
45.0046689125,10.469185925,20.0
45.0050066375,10.4694559875,20.0
45.004741975,10.469524675,20.0
45.00508768571429,10.469157214285714,20.0
45.00483028,10.46892875,20.0
45.005058575,10.469047400000001,20.0
45.004784475,10.469456749999999,20.0
45.00474584,10.46943975,20.0
45.005048583333334,10.469401333333334,20.0
45.00467105,10.4692406375,20.0
45.0050703,10.46934849,20.0
45.00468035,10.469343533333333,20.0
45.00483525,10.46950785,20.0
45.00479265,10.469289374999999,20.0
45.0048383,10.469342877777779,20.0
45.005022249999996,10.4689872,20.0
45.00470856,10.46923114,20.0
45.00492622,10.46948398,20.0
45.00475912857143,10.468949685714286,20.0
45.0046769625,10.469104162499999,20.0
45.00508542,10.46928188,20.0
45.00507571111111,10.469327311111112,20.0
45.0048376625,10.4694165,20.0
45.0048270125,10.4695528625,20.0
45.004904100000005,10.468931916666667,20.0
45.0049645875,10.4689465125,20.0
45.0045026,10.46904945,20.0
45.00509055,10.46921294,20.0
45.00480652142857,10.469588657142857,20.0
45.00470128571428,10.469430228571428,20.0
45.0048382875,10.4693635375,20.0
45.004693,10.469038871428571,20.0
45.00469174285714,10.469396471428572,20.0
45.004776275,10.46927745,20.0
45.00496689,10.46947877,20.0
45.00488147272728,10.469479154545455,20.0
45.00477688,10.46894014,20.0
45.004672883333335,10.46928645,20.0
45.0047196625,10.469420075,20.0
45.0046339,10.4691759,20.0
45.00467176666667,10.469167566666666,20.0
45.00483492,10.46946978,20.0
45.0050855,10.469143166666667,20.0
45.00471545,10.469470975,20.0
45.0050879,10.469265716666667,20.0
45.00483581428571,10.4694891,20.0
45.00495443,10.46948196,20.0
45.004669883333335,10.469201866666667,20.0
45.005075233333336,10.469098333333333,20.0
45.00473091818182,10.468972609090908,20.0
45.0050371625,10.4694204375,20.0
45.0047511125,10.4695394625,20.0
45.00501505,10.4689801,20.0
45.00499494444445,10.469466277777778,20.0
45.00473172,10.46924746,20.0
45.0046984375,10.4690240625,20.0
45.005063033333336,10.469060033333333,20.0
45.0050582625,10.469382725,20.0
45.0046744875,10.4691249,20.0
45.0046972,10.46941795,20.0
45.004815022222225,10.468930977777777,20.0
45.00479941111111,10.469461655555556,20.0
45.00501797,10.46944445,20.0
45.0047343,10.4695105875,20.0
45.005051525,10.4690304,20.0
45.005082328571426,10.469127942857144,20.0
45.00503164166667,10.468999208333333,20.0
45.0048381,10.469382757142858,20.0
45.0046832,10.469357242857143,20.0
45.00447095,10.469208349999999,20.0
45.005079887499996,10.4693093875,20.0
45.004846055555554,10.46892828888889,20.0
45.004672,10.46927305,20.0
45.0046707,10.46922142,20.0
45.004772016666664,10.469452066666666,20.0
45.004786975,10.468937225,20.0
45.00477332222222,10.469572844444444,20.0
45.004866033333336,10.469476483333334,20.0
45.004711066666665,10.4689995,20.0
45.004977912499996,10.4689516375,20.0
45.004923,10.468935125,20.0
45.0047826,10.469303133333334,20.0
45.0045909,10.46914465,20.0
45.004561249999995,10.46912285,20.0
45.00482289,10.46956542,20.0
45.00470538571428,10.469443642857144,20.0
45.0050712875,10.469084125,20.0
45.00508908571428,10.469174328571428,20.0
45.00483735,10.4694333,20.0
45.00479455,10.469589258333333,20.0
45.0046981,10.469406722222223,20.0
45.00473173333334,10.469429744444444,20.0
45.0047215,10.469484,20.0
45.00476881428572,10.46894397142857,20.0
45.00468264,10.469071060000001,20.0
45.004824875,10.4693153625,20.0
45.004678014285716,10.469329185714285,20.0
45.00482983333333,10.469541766666666,20.0
45.00483416666667,10.469520933333333,20.0
45.004689,10.46938366,20.0
45.00467402857143,10.469301114285715,20.0
45.004913188888885,10.469483788888889,20.0
45.00508978333333,10.469253033333333,20.0
45.0049510375,10.468942175,20.0
