Measurement Latitude,Measurement Longitude,Measurement Height
45.004568122222224,10.469101133333334,100.0
45.00521725,10.469321175000001,100.0
45.00469537777778,10.4695777,100.0
45.005087625,10.4689382125,100.0
45.00481113,10.46886986,100.0
45.00500675,10.469636325,100.0
45.0045377,10.469350716666668,100.0
45.00519275714286,10.46902327142857,100.0
45.0051523625,10.469507675,100.0
45.0048799,10.4696325,100.0
45.00466215,10.468938937499999,100.0
45.00494,10.468887671428572,100.0
45.0052236375,10.4691673125,100.0
45.00459235555556,10.46949,100.0
45.00452071666667,10.469189766666666,100.0
45.00460912,10.469001500000001,100.0
45.004764557142856,10.469600842857142,100.0
45.005015825,10.468909325,100.0
45.005099099999995,10.469584133333333,100.0
45.0052256,10.4692383,100.0
45.0051931375,10.4694213,100.0
45.00515757,10.46897927,100.0
45.00521488333334,10.46910125,100.0
45.0046439375,10.4695470625,100.0
45.00473056,10.46889264,100.0
45.00452546,10.46927858,100.0
45.004561550000005,10.46943185,100.0
45.00455666,10.46917382,100.0
45.00493205,10.469641925,100.0
45.0048722875,10.4688732375,100.0
45.00477033333333,10.468876833333333,100.0
45.00482983333333,10.469620677777778,100.0
45.00458411428571,10.469052885714285,100.0
45.00521156666667,10.46934985,100.0
45.005048099999996,10.469619783333334,100.0
45.00511125714286,10.468950871428572,100.0
45.00512994285714,10.469542757142857,100.0
45.00498445,10.4689004,100.0
45.00463026,10.46897058,100.0
45.0050555,10.468922125,100.0
45.004674225,10.4689281125,100.0
45.0047303,10.469589716666666,100.0
45.00517823333333,10.469455833333333,100.0
45.00460278571428,10.469507228571429,100.0
45.005217683333335,10.469114733333333,100.0
45.004560825,10.469137925,100.0
45.00454533333333,10.4693799,100.0
45.00452338,10.46922454,100.0
45.00522596,10.46921296,100.0
45.00522253333333,10.469288766666667,100.0
45.005198379999996,10.46940616,100.0
45.004713844444446,10.468901655555555,100.0
45.0049908625,10.4696385625,100.0
45.00520655,10.469064833333334,100.0
45.00453242857143,10.469327914285715,100.0
45.0048441875,10.4688696125,100.0
45.00457326666667,10.469455533333333,100.0
45.004796971428576,10.469611385714286,100.0
45.00518326666667,10.469009055555556,100.0
45.004669425,10.469564425,100.0
45.00491378571429,10.468880885714286,100.0
45.0045778625,10.4690709375,100.0
45.0048522125,10.4696262,100.0
45.00496486,10.468894539999999,100.0
45.004972775,10.469640325,100.0
45.0050751625,10.469603,100.0
45.005118571428575,10.469559485714285,100.0
45.00490834285714,10.469638757142857,100.0
45.00455465555556,10.469200833333334,100.0
45.00512435,10.46895849,100.0
45.0045948,10.469026783333334,100.0
45.0052204,10.4691331625,100.0
45.00520782857143,10.469368385714285,100.0
45.00516694,10.46948032,100.0
45.00452836,10.46930564,100.0
45.0046163875,10.468989225,100.0
45.005042242857144,10.468917228571428,100.0
45.004552475,10.469406300000001,100.0
45.00522428,10.46926795,100.0
45.00503268571428,10.469628314285714,100.0
45.00462747142857,10.4695349,100.0
45.004790308333334,10.468871666666667,100.0
45.00471291428572,10.469584285714285,100.0
45.005202975,10.46904905,100.0
45.0047522,10.468883727272727,100.0
45.004634466666666,10.4689654,100.0
45.004686185714284,10.4689189,100.0
45.00474718571429,10.469595314285714,100.0
45.00455865,10.4691566,100.0
45.004519566666666,10.4691762,100.0
45.00517124545455,10.468993236363637,100.0
45.00520338571429,10.469389514285714,100.0
45.0051847625,10.4694409625,100.0
45.004563555555556,10.469121222222222,100.0
45.00452422,10.469256999999999,100.0
45.00485904,10.46887106,100.0
45.005141,10.46952597142857,100.0
45.00496033333334,10.46964195,100.0
45.00514110909091,10.468968063636364,100.0
45.00499953,10.46890477,100.0
45.00481184,10.46961604,100.0
45.005099875,10.46894455,100.0
45.00488721666667,10.468875833333334,100.0
45.00521068571428,10.469081957142857,100.0
45.0046443375,10.468956175,100.0
45.00522495,10.469185033333334,100.0
45.00510812,10.46957368,100.0
45.00522222857143,10.469149857142858,100.0
45.004828575,10.46886945,100.0
45.0046567,10.46955594,100.0
45.0052258,10.46922455,100.0
45.00457255,10.46908655,100.0
45.00454174,10.46936688,100.0
45.00522015,10.469305633333333,100.0
45.00452218,10.4692084,100.0
45.005064775,10.468926375,100.0
45.004868224999996,10.469629874999999,100.0
45.0050881,10.469593960000001,100.0
45.004946000000004,10.469642016666667,100.0
45.00454912,10.4693951,100.0
45.0045809,10.469469883333334,100.0
45.0052149,10.469332925,100.0
45.00495395,10.468891666666666,100.0
45.0046986625,10.468910900000001,100.0
45.004926485714286,10.468884057142857,100.0
45.0050300625,10.468913475,100.0
45.00477848,10.46960542,100.0
45.004602175,10.4690135375,100.0
45.005161225,10.469492025000001,100.0
45.004899333333334,10.46887825,100.0
45.00461452857143,10.469522728571429,100.0
45.005225725,10.469199025,100.0
45.004653075,10.46894765,100.0
45.00501788333333,10.469633733333334,100.0
45.00468145,10.469571375000001,100.0
45.00497586,10.46889786,100.0
45.00519746,10.46903208,100.0
45.0046231,10.4689791,100.0
45.004523750000004,10.469241325,100.0
45.00458948333333,10.469038633333334,100.0
45.0045267,10.469293866666666,100.0
45.00455541666667,10.4691869,100.0
45.00506071428571,10.46961217142857,100.0
45.00489326,10.46963542,100.0
45.005074575,10.4689314,100.0
45.005225100000004,10.46924905,100.0
45.004556775,10.4694194,100.0
45.0045654,10.46944035,100.0
45.004922575,10.469640975,100.0
45.0051719,10.46947012,100.0
45.004876342857145,10.469590985714285,80.0
45.004718644444445,10.468941422222223,80.0
45.00515847142857,10.469115114285714,80.0
45.004571633333335,10.469309616666667,80.0
45.00513494285714,10.469449114285714,80.0
45.00499255,10.4689401,80.0
45.00467704285714,10.469509328571428,80.0
45.0046072,10.469105683333334,80.0
45.0050237,10.469572066666666,80.0
45.00517165,10.469288324999999,80.0
45.00488431666667,10.468914383333333,80.0
45.004643585714284,10.469009828571428,80.0
45.005074560000004,10.468978459999999,80.0
45.0045968625,10.4692022,80.0
45.004792314285716,10.469566214285715,80.0
45.004643575,10.4694761,80.0
45.005125283333335,10.469033383333333,80.0
45.00478875,10.468913983333334,80.0
45.004602399999996,10.4694069,80.0
45.00516956,10.46917468,80.0
45.004511074999996,10.469134625,80.0
45.00508205,10.46953265,80.0
45.004739185714286,10.469544014285715,80.0
45.00493638333333,10.46959465,80.0
45.005162325,10.4693629,80.0
45.004598091666665,10.469261025,80.0
45.005052899999995,10.4689634,80.0
45.004919683333334,10.468919883333333,80.0
45.00465896,10.46899072,80.0
45.00517276,10.4692426,80.0
45.00462168,10.46905714,80.0
45.00482815714286,10.468910128571428,80.0
45.00512054285714,10.469479685714285,80.0
45.0049918,10.469585166666667,80.0
45.00459775,10.469173833333333,80.0
45.00458515,10.469363975,80.0
45.0051514,10.469410125,80.0
45.00483461666666,10.469581066666667,80.0
45.0051444375,10.4690704,80.0
45.00461905,10.469439325,80.0
45.00495667142857,10.468928371428571,80.0
45.00469601428571,10.468956885714286,80.0
45.00474833,10.468927,80.0
45.00502614444444,10.468952355555556,80.0
45.00506192857143,10.469552285714286,80.0
45.005109471428575,10.469011371428572,80.0
45.00486204,10.4689118,80.0
45.005166349999996,10.4693364,80.0
45.0046974125,10.469524225,80.0
45.005164666666666,10.469145766666667,80.0
45.00460194285714,10.469127942857144,80.0
45.00510532,10.46950376,80.0
45.0051376,10.469054116666667,80.0
45.00450536666667,10.4691783,80.0
45.004655414285715,10.4694886,80.0
45.005172814285714,10.469209228571428,80.0
45.00496298333333,10.469591483333334,80.0
45.00509247142857,10.468993671428573,80.0
45.004765885714285,10.469555614285715,80.0
45.00459692857143,10.469229742857143,80.0
45.004613883333334,10.46908275,80.0
45.00463693333333,10.469021766666668,80.0
45.00489098571428,10.469593814285714,80.0
45.00457542857143,10.469326214285713,80.0
45.00486308,10.46958798,80.0
45.004676425,10.468973349999999,80.0
45.004840214285714,10.468910242857143,80.0
45.0045966,10.46939458,80.0
45.004764155555556,10.4689213,80.0
45.005172566666666,10.469256266666667,80.0
45.005157875,10.46938675,80.0
45.00460026,10.46914158,80.0
45.00514984285714,10.469085814285714,80.0
45.004725216666664,10.469537783333333,80.0
45.00490598333333,10.4695959,80.0
45.005048457142856,10.469561085714286,80.0
45.00514296,10.4694315,80.0
45.004706871428574,10.468949142857143,80.0
45.00473203333333,10.4689336,80.0
45.004806280000004,10.46891182,80.0
45.00516174285714,10.469130014285714,80.0
45.00496883,10.46893217,80.0
45.005169725,10.469311300000001,80.0
45.00463194,10.4690328,80.0
45.0045679,10.469294528571428,80.0
45.004933137500004,10.46892275,80.0
45.00471176666667,10.4695316,80.0
45.004897,10.468915814285715,80.0
45.0045899625,10.46937875,80.0
45.00463308571429,10.469463142857144,80.0
45.004597144444446,10.469246066666667,80.0
45.004807185714284,10.469571828571429,80.0
45.005001066666665,10.468943216666666,80.0
45.00504,10.46895762857143,80.0
45.0051720375,10.4691915625,80.0
45.004611857142855,10.469425457142858,80.0
45.00459683333333,10.469217683333333,80.0
45.005015575,10.4695757,80.0
45.004598925,10.469157225,80.0
45.0050650875,10.4689709875,80.0
45.00459723333333,10.469187016666666,80.0
45.00475326666667,10.469550333333334,80.0
45.00512786666667,10.469464516666667,80.0
45.0046666,10.46949975,80.0
45.00484944285714,10.469585014285714,80.0
45.005172216666665,10.469273216666666,80.0
45.00494951666666,10.469593333333332,80.0
45.00517308,10.46922692,80.0
45.004977614285714,10.469588942857143,80.0
45.005164324999996,10.469349825,80.0
45.00487386666667,10.468912966666666,80.0
45.0050979,10.4695134,80.0
45.004618533333336,10.469067233333334,80.0
45.00462536,10.46945064,80.0
45.00511723333334,10.469021966666666,80.0
45.0046266625,10.4690447,80.0
45.005073616666664,10.46954195,80.0
45.00500415,10.469580283333334,80.0
45.00477824285714,10.468916542857142,80.0
45.00513228333333,10.46904385,80.0
45.004604075,10.469117275,80.0
45.00498285,10.4689369125,80.0
45.0046851125,10.4689654625,80.0
45.00494537142857,10.468925542857143,80.0
45.005167314285714,10.469160442857143,80.0
45.00482168571428,10.4695771,80.0
45.00515446,10.46940014,80.0
45.005101716666665,10.46900235,80.0
45.004581825,10.469352025,80.0
45.00465238571429,10.468998071428572,80.0
45.00477955,10.469561066666667,80.0
45.005168024999996,10.469324825,80.0
45.00508894,10.46952438,80.0
45.00461105,10.4690922,80.0
45.0050820875,10.468984625000001,80.0
45.004920925,10.469595925,80.0
45.004687625,10.469517974999999,80.0
45.004908685714284,10.468917757142856,80.0
45.0051116,10.4694946,80.0
45.00466835,10.4689814375,80.0
45.0050344,10.46956762857143,80.0
45.00516075,10.469372225,80.0
45.00514725,10.46942065,80.0
45.00481617142857,10.468911157142857,80.0
45.004851816666665,10.46891085,80.0
45.0051707,10.469301625,80.0
45.0045791,10.469341625,80.0
45.0050131125,10.468947375,80.0
45.00515448333333,10.469100716666667,80.0
45.0047982,10.46891256,80.0
45.0051414,10.469224539999999,60.0
45.004618075,10.4693537875,60.0
45.00482678888889,10.468950411111111,60.0
45.00492188333333,10.469546333333334,60.0
45.004636516666665,10.4691215,60.0
45.00508632,10.46946512,60.0
45.005038945454544,10.4690117,60.0
45.004772880000004,10.46950894,60.0
45.004690225,10.4690093125,60.0
45.0051014625,10.4690712375,60.0
45.0046301,10.4692091625,60.0
45.00494293333333,10.4689636,60.0
45.00512932857143,10.469353271428572,60.0
45.00468056,10.469458640000001,60.0
45.005007285714285,10.469531385714285,60.0
